timestamp,phase,event_relative_s,tablet_rows,pending_replica_rows,active_transition_rows,placement_sha256,changed_from_previous
2026-09-21T17:05:10.409234+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:05:11.449973+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:05:12.511280+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:05:13.555982+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:05:14.580793+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:05:15.593106+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:05:16.618868+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:05:17.691011+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:05:18.736128+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:05:19.799130+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:05:20.856366+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:05:21.908005+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:05:22.971799+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:05:24.017453+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:05:25.067890+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:05:26.111412+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:05:27.153279+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:05:28.218709+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
2026-09-21T17:05:29.251947+00:00,,,32,0,0,a0308cc5293a95f9689886b7125aad909c93385e5a5b1cdacea2b281799ee779,False
